case_id,activity,timestamp,resource,department,supplier,amount,amount_category,variant
PO-2024-00286,契約書_確認,2024-06-10 08:02:29,購買_D,総務部,関東電気工業,3572000,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-DEF-RET-REDLV-INS2-INV-MATCH-PAPR-PAY
PO-2024-00325,購買依頼_承認,2024-06-10 08:09:19,課長_F,営業部,信越マテリアル,159400,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00490,請求書_照合,2024-06-10 08:10:59,購買_C,営業部,中部機械製作所,45500,小口,REQ-REJ-RESUB-APR1-RFQ-QR-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00297,購買依頼_承認,2024-06-10 08:12:53,課長_F,製造部,東京部品工業,695600,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-DEF-CLM-INS2-INV-MATCH-PAPR-PAY
PO-2024-00387,検収_実施,2024-06-10 08:15:55,担当者_C2,製造部,中部機械製作所,5305300,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00602,サプライヤー_選定,2024-06-10 08:25:01,購買_A,品質管理部,東京部品工業,1487300,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00533,請求書_照合,2024-06-10 08:27:10,購買_C,研究開発部,グローバルパーツJP,19400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00353,検収_実施,2024-06-10 08:33:17,担当者_C3,製造部,四国化学工業,210900,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00295,支払_承認,2024-06-10 08:46:13,課長_G,製造部,グローバルパーツJP,1196900,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00528,見積依頼_送付,2024-06-10 08:46:36,購買_B,製造部,中部機械製作所,76300,小口,REQ-APR1-RFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00404,契約書_確認,2024-06-10 08:48:33,購買_B,営業部,東京部品工業,6869800,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00384,支払_承認,2024-06-10 08:53:11,課長_D,営業部,中部機械製作所,752300,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00027,見積依頼_送付,2024-06-10 08:53:25,購買_B,製造部,中部機械製作所,86500,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00380,サプライヤー_選定,2024-06-10 08:59:30,購買_C,営業部,グローバルパーツJP,24900,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00544,購買依頼_作成,2024-06-10 09:02:54,担当者_C5,製造部,大阪精密製作所,8598000,高額,REQ-REJ-RESUB-APR1-ESC-RFQ-ARFQ-QR-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00444,発注書_承認,2024-06-10 09:06:15,課長_G,製造部,アジア商事,109100,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00325,見積依頼_送付,2024-06-10 09:23:39,購買_D,営業部,信越マテリアル,159400,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00306,支払_承認,2024-06-10 10:49:23,課長_A,営業部,中部機械製作所,411500,中口,REQ-REJ-RESUB-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00118,上位承認_エスカレーション,2024-06-10 10:57:20,部長_A,物流部,大阪精密製作所,1833900,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00016,価格交渉_実施,2024-06-10 11:14:43,購買_D,研究開発部,グローバルパーツJP,9547000,高額,REQ-REJ-RESUB-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00354,発注書_承認,2024-06-10 11:24:57,課長_B,研究開発部,アジア商事,239700,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00154,検収_実施,2024-06-10 11:35:02,担当者_A5,製造部,九州電子部品,352100,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00404,発注書_作成,2024-06-10 11:49:55,購買_B,営業部,東京部品工業,6869800,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00286,発注書_作成,2024-06-10 12:04:30,購買_D,総務部,関東電気工業,3572000,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-DEF-RET-REDLV-INS2-INV-MATCH-PAPR-PAY
PO-2024-00602,発注書_作成,2024-06-10 12:07:59,購買_A,品質管理部,東京部品工業,1487300,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00298,検収_実施,2024-06-10 12:28:26,担当者_E1,品質管理部,名古屋金属工業,18800,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00444,発注書_送付,2024-06-10 12:41:46,購買_E,製造部,アジア商事,109100,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00435,検収_実施,2024-06-10 13:05:12,担当者_B3,営業部,東京部品工業,28500,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00118,見積依頼_送付,2024-06-10 13:11:30,購買_B,物流部,大阪精密製作所,1833900,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00484,上位承認_エスカレーション,2024-06-10 13:14:05,部長_B,総務部,グローバルパーツJP,28467900,特別,REQ-APR1-ESC-URG-BUDCHK-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00354,発注書_送付,2024-06-10 13:51:30,購買_B,研究開発部,アジア商事,239700,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00342,請求書_照合,2024-06-10 13:54:50,購買_A,製造部,名古屋金属工業,49700,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00467,購買依頼_作成,2024-06-10 14:03:15,担当者_F4,研究開発部,関東電気工業,15400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00472,購買依頼_作成,2024-06-10 14:38:02,担当者_F5,研究開発部,四国化学工業,79400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00404,発注書_承認,2024-06-10 14:45:58,課長_E,営業部,東京部品工業,6869800,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00159,購買依頼_作成,2024-06-10 14:56:59,担当者_F5,品質管理部,四国化学工業,423500,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00429,価格交渉_実施,2024-06-10 14:59:18,購買_C,情報システム部,九州電子部品,2907500,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00401,購買依頼_作成,2024-06-10 15:07:40,担当者_E4,製造部,九州電子部品,1686300,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00493,購買依頼_作成,2024-06-10 15:27:52,担当者_E2,情報システム部,関東電気工業,98400,小口,REQ-APR1-RFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00118,追加見積_依頼,2024-06-10 15:59:55,購買_B,物流部,大阪精密製作所,1833900,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00520,購買依頼_作成,2024-06-10 16:17:40,担当者_A5,製造部,中部機械製作所,838400,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00333,購買依頼_作成,2024-06-10 16:27:43,担当者_B1,品質管理部,北海道素材,85300,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00404,発注書_送付,2024-06-10 16:35:39,購買_B,営業部,東京部品工業,6869800,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00380,発注書_作成,2024-06-10 16:51:41,購買_C,営業部,グローバルパーツJP,24900,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00342,請求書_不一致_確認,2024-06-10 17:01:03,購買_A,製造部,名古屋金属工業,49700,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00582,請求書_受領,2024-06-10 20:46:31,購買_B,製造部,信越マテリアル,1848100,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POREJ-POFIX-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00027,見積書_受領,2024-06-11 01:53:13,購買_B,製造部,中部機械製作所,86500,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00533,支払_承認,2024-06-11 08:06:30,課長_B,研究開発部,グローバルパーツJP,19400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00333,購買依頼_承認,2024-06-11 08:09:17,課長_F,品質管理部,北海道素材,85300,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00582,請求書_照合,2024-06-11 08:17:30,購買_B,製造部,信越マテリアル,1848100,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POREJ-POFIX-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00286,発注書_承認,2024-06-11 08:20:50,課長_F,総務部,関東電気工業,3572000,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-DEF-RET-REDLV-INS2-INV-MATCH-PAPR-PAY
PO-2024-00380,発注書_承認,2024-06-11 08:21:07,課長_G,営業部,グローバルパーツJP,24900,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00493,購買依頼_承認,2024-06-11 08:21:49,課長_E,情報システム部,関東電気工業,98400,小口,REQ-APR1-RFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00467,購買依頼_承認,2024-06-11 08:22:56,課長_A,研究開発部,関東電気工業,15400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00520,購買依頼_承認,2024-06-11 08:24:28,課長_G,製造部,中部機械製作所,838400,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00490,支払_承認,2024-06-11 08:27:17,課長_F,営業部,中部機械製作所,45500,小口,REQ-REJ-RESUB-APR1-RFQ-QR-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00472,購買依頼_承認,2024-06-11 08:28:55,課長_C,研究開発部,四国化学工業,79400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00159,購買依頼_承認,2024-06-11 08:33:12,課長_A,品質管理部,四国化学工業,423500,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00544,購買依頼_差戻し,2024-06-11 08:51:00,課長_G,製造部,大阪精密製作所,8598000,高額,REQ-REJ-RESUB-APR1-ESC-RFQ-ARFQ-QR-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00350,購買依頼_作成,2024-06-11 08:51:50,担当者_B1,製造部,名古屋金属工業,632900,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00401,購買依頼_承認,2024-06-11 08:57:49,課長_B,製造部,九州電子部品,1686300,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00062,購買依頼_作成,2024-06-11 09:00:53,担当者_E3,情報システム部,東北精密,628400,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00387,請求書_受領,2024-06-11 09:07:10,購買_D,製造部,中部機械製作所,5305300,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00545,納品_受領,2024-06-11 09:09:38,担当者_B3,営業部,四国化学工業,44500,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00282,見積書_受領,2024-06-11 09:12:58,購買_E,情報システム部,信越マテリアル,121000,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00286,発注書_送付,2024-06-11 09:30:49,購買_D,総務部,関東電気工業,3572000,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-DEF-RET-REDLV-INS2-INV-MATCH-PAPR-PAY
PO-2024-00380,発注書_送付,2024-06-11 09:31:45,購買_C,営業部,グローバルパーツJP,24900,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00047,納期_督促,2024-06-11 10:21:12,購買_C,製造部,九州電子部品,7480500,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-CONT-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00602,発注書_承認,2024-06-11 11:22:45,課長_E,品質管理部,東京部品工業,1487300,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00159,見積依頼_送付,2024-06-11 11:37:46,購買_A,品質管理部,四国化学工業,423500,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00493,見積依頼_送付,2024-06-11 11:43:31,購買_D,情報システム部,関東電気工業,98400,小口,REQ-APR1-RFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00467,見積依頼_送付,2024-06-11 11:55:55,購買_C,研究開発部,関東電気工業,15400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00602,発注書_送付,2024-06-11 12:00:26,購買_A,品質管理部,東京部品工業,1487300,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00145,購買依頼_作成,2024-06-11 12:39:00,担当者_B5,品質管理部,名古屋金属工業,2002400,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-DEF-RET-REDLV-INS2-INV-MATCH-PAPR-PAY
PO-2024-00350,購買依頼_承認,2024-06-11 13:48:25,課長_F,製造部,名古屋金属工業,632900,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00556,購買依頼_作成,2024-06-11 15:19:38,担当者_A4,製造部,九州電子部品,222600,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00472,見積依頼_送付,2024-06-11 15:28:57,購買_C,研究開発部,四国化学工業,79400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00282,サプライヤー_選定,2024-06-11 15:37:25,購買_E,情報システム部,信越マテリアル,121000,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00062,購買依頼_承認,2024-06-11 15:46:59,課長_G,情報システム部,東北精密,628400,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00333,見積依頼_送付,2024-06-11 16:06:12,購買_C,品質管理部,北海道素材,85300,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00200,納品_受領,2024-06-11 17:20:47,担当者_A1,製造部,九州電子部品,9943300,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00027,サプライヤー_選定,2024-06-11 17:25:49,購買_B,製造部,中部機械製作所,86500,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00387,請求書_照合,2024-06-11 17:52:43,購買_D,製造部,中部機械製作所,5305300,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00464,請求書_受領,2024-06-11 23:17:04,購買_A,製造部,東北精密,259500,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00333,見積書_受領,2024-06-12 00:09:36,購買_C,品質管理部,北海道素材,85300,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00544,購買依頼_再申請,2024-06-12 08:00:02,担当者_C5,製造部,大阪精密製作所,8598000,高額,REQ-REJ-RESUB-APR1-ESC-RFQ-ARFQ-QR-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00297,上位承認_エスカレーション,2024-06-12 08:01:40,部長_C,製造部,東京部品工業,695600,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-DEF-CLM-INS2-INV-MATCH-PAPR-PAY
PO-2024-00545,検収_実施,2024-06-12 08:01:59,担当者_B3,営業部,四国化学工業,44500,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00556,購買依頼_承認,2024-06-12 08:08:53,課長_C,製造部,九州電子部品,222600,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00387,支払_承認,2024-06-12 08:13:00,課長_B,製造部,中部機械製作所,5305300,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00145,購買依頼_承認,2024-06-12 08:13:37,課長_F,品質管理部,名古屋金属工業,2002400,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-DEF-RET-REDLV-INS2-INV-MATCH-PAPR-PAY
PO-2024-00528,見積書_受領,2024-06-12 08:15:35,購買_B,製造部,中部機械製作所,76300,小口,REQ-APR1-RFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00350,上位承認_エスカレーション,2024-06-12 08:20:22,部長_E,製造部,名古屋金属工業,632900,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00582,支払_承認,2024-06-12 08:39:25,課長_D,製造部,信越マテリアル,1848100,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POREJ-POFIX-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00282,発注書_作成,2024-06-12 08:44:49,購買_E,情報システム部,信越マテリアル,121000,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00027,発注書_作成,2024-06-12 08:55:47,購買_B,製造部,中部機械製作所,86500,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00333,サプライヤー_選定,2024-06-12 08:56:32,購買_C,品質管理部,北海道素材,85300,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00467,見積書_受領,2024-06-12 09:00:21,購買_C,研究開発部,関東電気工業,15400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00546,購買依頼_作成,2024-06-12 09:01:21,担当者_F5,製造部,東京部品工業,20400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00200,検収_実施,2024-06-12 10:09:17,担当者_A1,製造部,九州電子部品,9943300,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00350,見積依頼_送付,2024-06-12 10:41:16,購買_A,製造部,名古屋金属工業,632900,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00333,発注書_作成,2024-06-12 11:31:23,購買_C,品質管理部,北海道素材,85300,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00342,請求書_修正依頼,2024-06-12 11:40:27,購買_A,製造部,名古屋金属工業,49700,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00605,購買依頼_作成,2024-06-12 12:21:56,担当者_E3,製造部,北海道素材,42902300,特別,REQ-APR1-ESC-URG-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00464,請求書_照合,2024-06-12 12:23:59,購買_A,製造部,東北精密,259500,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00556,見積依頼_送付,2024-06-12 12:24:39,購買_E,製造部,九州電子部品,222600,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00027,発注書_承認,2024-06-12 13:27:48,課長_E,製造部,中部機械製作所,86500,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00544,購買依頼_承認,2024-06-12 14:25:48,課長_B,製造部,大阪精密製作所,8598000,高額,REQ-REJ-RESUB-APR1-ESC-RFQ-ARFQ-QR-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00297,見積依頼_送付,2024-06-12 14:53:19,購買_A,製造部,東京部品工業,695600,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-DEF-CLM-INS2-INV-MATCH-PAPR-PAY
PO-2024-00546,購買依頼_承認,2024-06-12 16:05:08,課長_G,製造部,東京部品工業,20400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00350,追加見積_依頼,2024-06-12 16:56:14,購買_A,製造部,名古屋金属工業,632900,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
